InvoiceNo,CustomerID,Date,SubTotal,BasketSize
507051,12583.0,2010-05-06 09:09:00,471.76,276
507052,16844.0,2010-05-06 09:16:00,302.35,161
507053,15591.0,2010-05-06 09:23:00,115.4,20
507054,17002.0,2010-05-06 09:58:00,217.6,84
507056,18220.0,2010-05-06 10:04:00,307.64,388
507058,12567.0,2010-05-06 10:04:00,348.85,121
507059,16353.0,2010-05-06 10:07:00,107.69999999999999,54
507060,12422.0,2010-05-06 10:08:00,662.25,1
507061,12422.0,2010-05-06 10:09:00,396.2,1
507062,12709.0,2010-05-06 10:28:00,1224.36,156
507063,17469.0,2010-05-06 10:28:00,528.32,208
507064,14911.0,2010-05-06 10:30:00,855.38,398
507091,13446.0,2010-05-06 10:58:00,307.62,202
507113,15129.0,2010-05-06 11:14:00,302.3,128
507114,13750.0,2010-05-06 11:22:00,307.66,82
507115,13183.0,2010-05-06 11:25:00,385.62,228
507117,15311.0,2010-05-06 11:34:00,80.74,109
507119,15311.0,2010-05-06 11:41:00,63.5,10
507120,12972.0,2010-05-06 11:44:00,385.43,427
507121,13772.0,2010-05-06 11:49:00,269.48,117
507122,12678.0,2010-05-06 11:50:00,6564.37,4557
507124,16710.0,2010-05-06 11:58:00,202.93,129
507125,18009.0,2010-05-06 11:58:00,153.15,50
507127,16742.0,2010-05-06 12:03:00,101.32999999999998,173
507128,14527.0,2010-05-06 12:04:00,406.55,59
507129,15860.0,2010-05-06 12:15:00,137.24,48
507130,12523.0,2010-05-06 12:23:00,512.4300000000001,244
507132,13576.0,2010-05-06 12:29:00,699.17,429
507133,14461.0,2010-05-06 12:29:00,516.74,227
507148,12388.0,2010-05-06 12:54:00,461.62,266
507149,13102.0,2010-05-06 13:12:00,671.64,224
507150,13175.0,2010-05-06 13:13:00,512.3,222
507151,17242.0,2010-05-06 13:19:00,575.68,232
507152,17739.0,2010-05-06 13:21:00,370.21000000000004,123
507153,16366.0,2010-05-06 13:28:00,311.94,169
507156,12682.0,2010-05-06 13:41:00,593.49,308
507157,16814.0,2010-05-06 13:44:00,424.13,166
507158,12621.0,2010-05-06 13:45:00,948.13,732
507159,16707.0,2010-05-06 13:52:00,114.21,38
507160,17199.0,2010-05-06 13:53:00,145.12,304
507161,14272.0,2010-05-06 14:01:00,174.59,97
507163,15027.0,2010-05-06 14:15:00,414.87,167
507166,13024.0,2010-05-06 14:25:00,247.83,79
507170,14745.0,2010-05-06 14:45:00,227.42,172
507176,17069.0,2010-05-06 15:05:00,750.28,561
507178,14646.0,2010-05-06 15:17:00,12569.48,8396
507179,14646.0,2010-05-06 15:24:00,4751.16,2692
507180,15768.0,2010-05-06 15:26:00,310.15999999999997,54
507181,14646.0,2010-05-06 15:27:00,681.36,696
507183,12835.0,2010-05-06 15:59:00,140.68,71
507186,13891.0,2010-05-06 16:02:00,398.4,196
507193,16843.0,2010-05-06 16:21:00,595.18,726
507194,16108.0,2010-05-06 16:21:00,533.8,338
507196,16843.0,2010-05-06 16:22:00,23.400000000000002,36
507197,16843.0,2010-05-06 16:23:00,20.4,24
507199,16890.0,2010-05-06 16:27:00,168.29,123
507205,16560.0,2010-05-06 16:47:00,350.38,94
507206,13870.0,2010-05-06 16:50:00,673.86,394
507207,12997.0,2010-05-06 16:50:00,271.75,147
507208,13214.0,2010-05-06 16:57:00,165.85000000000002,99
507210,14156.0,2010-05-06 17:22:00,2593.62,1478
507211,13081.0,2010-05-06 17:54:00,47.7,6
507212,17406.0,2010-05-06 17:55:00,88.0,32
507213,13974.0,2010-05-06 17:55:00,264.13,107
507216,16126.0,2010-05-06 18:01:00,477.8,138
507218,14713.0,2010-05-06 19:08:00,240.63,178
507223,17323.0,2010-05-06 19:29:00,151.97,179
507227,15955.0,2010-05-06 19:49:00,898.45,575
507228,16794.0,2010-05-06 19:57:00,177.94,122
507229,17530.0,2010-05-06 20:01:00,192.19,118
507231,15664.0,2010-05-07 08:17:00,117.30000000000001,46
507232,15290.0,2010-05-07 08:49:00,354.24,336
507233,14316.0,2010-05-07 08:50:00,364.32,936
507234,14826.0,2010-05-07 09:00:00,207.3,110
507235,14298.0,2010-05-07 09:04:00,6361.97,6846
507236,14298.0,2010-05-07 09:07:00,60.0,48
507237,15423.0,2010-05-07 09:21:00,69.84,60
507238,15680.0,2010-05-07 09:40:00,371.11,237
507239,13539.0,2010-05-07 09:53:00,12.600000000000001,6
507240,15498.0,2010-05-07 09:56:00,446.22,618
507241,16174.0,2010-05-07 09:58:00,312.5,190
507242,13199.0,2010-05-07 10:00:00,390.0,144
507243,15312.0,2010-05-07 10:19:00,314.59000000000003,205
507244,17949.0,2010-05-07 10:41:00,1051.1999999999998,96
507245,17949.0,2010-05-07 10:44:00,951.0,636
507246,16754.0,2010-05-07 10:46:00,2121.36,1524
507247,16027.0,2010-05-07 10:49:00,111.00000000000001,48
507248,17949.0,2010-05-07 10:55:00,754.8000000000001,408
507249,16013.0,2010-05-07 11:25:00,254.99999999999997,100
507250,16013.0,2010-05-07 11:26:00,42.5,50
507251,13694.0,2010-05-07 11:34:00,244.79999999999998,96
507252,12681.0,2010-05-07 11:35:00,394.85,284
507253,13694.0,2010-05-07 11:35:00,2085.0,1300
507254,13694.0,2010-05-07 11:36:00,108.0,432
507255,17225.0,2010-05-07 11:38:00,131.15,36
507256,17798.0,2010-05-07 11:42:00,183.09,142
507258,15382.0,2010-05-07 12:09:00,610.6,304
507259,15738.0,2010-05-07 12:11:00,760.65,423
507260,15738.0,2010-05-07 12:13:00,355.95,269
507261,12872.0,2010-05-07 12:20:00,337.33,140
507266,13830.0,2010-05-07 12:24:00,156.85000000000002,47
507269,13408.0,2010-05-07 12:32:00,554.7,298
507270,13408.0,2010-05-07 12:34:00,20.16,48
507272,14195.0,2010-05-07 12:41:00,75.0,60
507273,14195.0,2010-05-07 12:44:00,333.2,392
507275,13890.0,2010-05-07 12:56:00,210.1,130
507279,13013.0,2010-05-07 13:01:00,414.84999999999997,137
507280,16444.0,2010-05-07 13:18:00,35.1,18
507281,13089.0,2010-05-07 13:29:00,922.84,392
507282,13089.0,2010-05-07 13:31:00,372.0,256
507283,13089.0,2010-05-07 13:32:00,29.96,4
507285,13798.0,2010-05-07 13:55:00,336.79999999999995,184
507286,13798.0,2010-05-07 13:57:00,358.22,226
507287,13798.0,2010-05-07 13:58:00,386.6,148
507288,17609.0,2010-05-07 13:58:00,83.42,68
507289,14535.0,2010-05-07 14:02:00,584.54,225
507290,14814.0,2010-05-07 14:10:00,160.46,96
507291,17609.0,2010-05-07 14:13:00,44.85,6
507295,18254.0,2010-05-07 14:37:00,267.9,188
507296,15465.0,2010-05-07 14:44:00,429.47,153
507297,13313.0,2010-05-07 14:44:00,305.7,198
507306,17031.0,2010-05-07 14:52:00,1857.0,1090
507315,12490.0,2010-05-07 14:56:00,435.15999999999997,282
507340,15797.0,2010-05-07 15:09:00,313.0,180
507356,14755.0,2010-05-07 15:25:00,327.07,153
507357,14755.0,2010-05-07 15:26:00,20.4,24
507359,17028.0,2010-05-07 15:33:00,1023.74,573
507360,13209.0,2010-05-07 15:37:00,561.52,360
507364,17808.0,2010-05-07 16:26:00,121.8,78
507366,18094.0,2010-05-07 16:28:00,290.4,240
507367,16632.0,2010-05-07 16:46:00,204.4,128
507368,13969.0,2010-05-07 17:28:00,111.95,66
507369,17400.0,2010-05-07 17:49:00,771.78,329
507370,13007.0,2010-05-09 10:38:00,175.25,59
507371,13514.0,2010-05-09 10:38:00,242.4,92
507372,13634.0,2010-05-09 10:44:00,553.92,156
507373,13595.0,2010-05-09 10:47:00,197.34,62
507374,17920.0,2010-05-09 11:13:00,576.0,196
507375,13589.0,2010-05-09 11:16:00,159.4,34
507376,13979.0,2010-05-09 11:29:00,601.12,347
507377,13571.0,2010-05-09 11:35:00,285.83,185
507378,13117.0,2010-05-09 11:38:00,100.16,48
507379,14916.0,2010-05-09 11:39:00,504.42,94
507380,13838.0,2010-05-09 11:40:00,240.44,106
507381,16954.0,2010-05-09 11:50:00,440.34999999999997,449
507382,14110.0,2010-05-09 11:56:00,380.7,188
507383,14839.0,2010-05-09 12:03:00,184.02,194
507385,17332.0,2010-05-09 12:05:00,176.63,131
507386,14911.0,2010-05-09 12:06:00,1063.8799999999999,728
507387,17137.0,2010-05-09 12:10:00,261.15,156
507388,14474.0,2010-05-09 12:12:00,730.42,313
507389,17969.0,2010-05-09 12:14:00,117.65,36
507390,15498.0,2010-05-09 12:18:00,363.90000000000003,202
507391,14044.0,2010-05-09 12:30:00,352.13,207
507392,14177.0,2010-05-09 12:44:00,42.5,50
507393,14911.0,2010-05-09 12:49:00,2814.41,1147
507394,16466.0,2010-05-09 12:49:00,335.85,136
507395,13598.0,2010-05-09 12:57:00,123.01,57
507396,14911.0,2010-05-09 13:00:00,956.9300000000001,317
507397,13491.0,2010-05-09 13:07:00,186.98000000000002,64
507398,17913.0,2010-05-09 13:15:00,150.21,48
507399,13802.0,2010-05-09 13:25:00,1438.19,729
507400,14606.0,2010-05-09 13:31:00,86.44,50
507401,15555.0,2010-05-09 13:38:00,228.56,227
507402,15611.0,2010-05-09 13:38:00,88.48,12
507403,14606.0,2010-05-09 13:41:00,196.24,93
507404,14606.0,2010-05-09 13:43:00,6.5,4
507405,15109.0,2010-05-09 13:44:00,266.95,77
507407,14221.0,2010-05-09 13:50:00,667.45,295
507408,18094.0,2010-05-09 13:57:00,487.08,182
507409,18094.0,2010-05-09 13:58:00,34.7,10
507410,15555.0,2010-05-09 13:59:00,22.5,18
507411,14496.0,2010-05-09 14:00:00,277.48,56
507412,17926.0,2010-05-09 14:07:00,178.3,72
507413,17807.0,2010-05-09 14:07:00,111.94,75
507414,14107.0,2010-05-09 14:14:00,799.36,672
507416,14678.0,2010-05-09 14:32:00,403.39,179
507417,13425.0,2010-05-09 14:35:00,836.5600000000001,574
507418,17292.0,2010-05-09 14:52:00,141.35000000000002,97
507419,14129.0,2010-05-09 14:54:00,409.91999999999996,306
507420,12748.0,2010-05-09 15:06:00,174.82,66
507421,12748.0,2010-05-09 15:07:00,269.65,196
507422,13952.0,2010-05-09 15:18:00,947.6700000000001,414
507423,13952.0,2010-05-09 15:19:00,36.8,14
507424,12748.0,2010-05-09 15:22:00,247.44000000000003,93
507425,17675.0,2010-05-09 15:34:00,360.90000000000003,174
507426,12361.0,2010-05-09 15:33:00,98.15,38
507427,13211.0,2010-05-09 15:38:00,155.05,130
507428,17848.0,2010-05-09 15:50:00,159.2,16
507429,17372.0,2010-05-09 15:55:00,190.25,59
507430,17135.0,2010-05-09 16:03:00,173.7,128
507431,16170.0,2010-05-09 16:08:00,347.58,236
507432,16655.0,2010-05-09 16:10:00,510.27,523
507433,16092.0,2010-05-09 16:10:00,306.89,253
507434,16092.0,2010-05-09 16:11:00,166.53,101
507435,15661.0,2010-05-10 07:59:00,320.95,151
507436,15827.0,2010-05-10 08:44:00,158.6,138
507437,13051.0,2010-05-10 09:14:00,80.8,12
507438,17994.0,2010-05-10 09:16:00,265.21,62
507440,18095.0,2010-05-10 09:24:00,406.32,384
507445,14329.0,2010-05-10 09:38:00,928.55,374
507446,14277.0,2010-05-10 09:47:00,151.52,166
507447,16948.0,2010-05-10 09:50:00,119.35000000000001,85
507449,17720.0,2010-05-10 09:58:00,132.62,72
507452,15291.0,2010-05-10 10:11:00,337.7,46
507453,15674.0,2010-05-10 10:11:00,605.65,227
507458,15561.0,2010-05-10 10:29:00,242.93,119
507459,15031.0,2010-05-10 10:41:00,187.99,92
507461,14239.0,2010-05-10 10:49:00,305.86,90
507462,14404.0,2010-05-10 10:50:00,304.7,166
507463,14147.0,2010-05-10 10:53:00,757.2,232
507464,18102.0,2010-05-10 11:00:00,1621.7999999999997,1908
507465,18102.0,2010-05-10 11:02:00,1393.92,192
507472,17003.0,2010-05-10 11:20:00,144.35999999999999,107
507477,14941.0,2010-05-10 11:30:00,182.1,80
507478,14911.0,2010-05-10 11:32:00,760.75,185
507479,15298.0,2010-05-10 11:33:00,313.8,268
507481,13013.0,2010-05-10 11:40:00,260.40000000000003,120
507483,12951.0,2010-05-10 11:44:00,192.15,79
507485,17365.0,2010-05-10 11:55:00,324.0,285
507510,13426.0,2010-05-10 12:12:00,373.2,166
507521,12843.0,2010-05-10 12:16:00,996.9000000000001,390
507536,13267.0,2010-05-10 12:20:00,301.09000000000003,95
507560,14361.0,2010-05-10 12:29:00,214.70999999999998,251
507564,13711.0,2010-05-10 12:31:00,176.81,57
507584,13407.0,2010-05-10 12:41:00,59.699999999999996,6
507586,17841.0,2010-05-10 12:42:00,436.46999999999997,245
507589,14512.0,2010-05-10 12:54:00,116.2,60
507591,17169.0,2010-05-10 13:00:00,320.95,145
507593,12843.0,2010-05-10 13:12:00,105.0,28
507594,15981.0,2010-05-10 13:14:00,334.0,200
507595,16130.0,2010-05-10 13:16:00,272.75,63
507597,17700.0,2010-05-10 13:21:00,481.3,344
507600,12917.0,2010-05-10 13:28:00,549.1,170
507606,17550.0,2010-05-10 13:48:00,189.74,115
507608,15141.0,2010-05-10 13:51:00,231.66,210
507610,15141.0,2010-05-10 13:52:00,102.31,129
507611,16661.0,2010-05-10 14:02:00,118.45,41
507613,15005.0,2010-05-10 14:06:00,286.12,172
507614,17552.0,2010-05-10 14:07:00,254.45,177
507615,17552.0,2010-05-10 14:08:00,245.1,314
507616,16029.0,2010-05-10 14:09:00,429.5,210
507617,17482.0,2010-05-10 14:10:00,252.84,93
507619,15311.0,2010-05-10 14:15:00,372.89,295
507620,12813.0,2010-05-10 14:19:00,821.6,547
507621,14590.0,2010-05-10 14:23:00,151.42,36
507622,17579.0,2010-05-10 14:28:00,304.38,117
507624,16873.0,2010-05-10 14:34:00,1192.64,622
507634,14298.0,2010-05-10 14:47:00,1149.3700000000001,761
507635,17612.0,2010-05-10 14:50:00,314.68,102
507636,17563.0,2010-05-10 14:54:00,32.550000000000004,9
507639,13319.0,2010-05-10 14:57:00,309.55,105
507640,13319.0,2010-05-10 14:58:00,91.5,21
507641,14588.0,2010-05-10 15:08:00,135.39,62
507642,14533.0,2010-05-10 15:12:00,314.25,159
507643,16614.0,2010-05-10 15:18:00,293.15,47
507646,16422.0,2010-05-10 15:44:00,351.14000000000004,234
507647,18275.0,2010-05-10 15:46:00,369.21000000000004,193
507648,15555.0,2010-05-10 15:48:00,142.5,102
507654,13585.0,2010-05-10 16:04:00,353.42,682
507659,17077.0,2010-05-10 16:36:00,306.0,36
507660,12675.0,2010-05-10 16:44:00,945.75,336
507664,17871.0,2010-05-10 17:03:00,293.06,130
507666,12839.0,2010-05-10 17:09:00,303.95,238
507667,12867.0,2010-05-10 17:21:00,643.2,608
507668,13450.0,2010-05-11 08:54:00,308.6,212
507669,15078.0,2010-05-11 08:59:00,488.7,233
507673,14911.0,2010-05-11 09:29:00,927.5500000000001,593
507674,16631.0,2010-05-11 09:32:00,260.18,137
507676,16631.0,2010-05-11 09:32:00,71.94,10
507678,15633.0,2010-05-11 09:40:00,319.45,181
507682,16323.0,2010-05-11 09:48:00,146.16,96
507685,16737.0,2010-05-11 09:53:00,417.59999999999997,288
507687,12582.0,2010-05-11 09:55:00,837.11,370
507689,17545.0,2010-05-11 10:04:00,339.8,112
507690,14825.0,2010-05-11 10:12:00,128.6,56
507691,14395.0,2010-05-11 10:19:00,372.8,173
507692,12600.0,2010-05-11 10:20:00,259.74,48
507693,14055.0,2010-05-11 10:24:00,521.0,104
507694,12935.0,2010-05-11 10:26:00,250.21,119
507695,12935.0,2010-05-11 10:27:00,82.97999999999999,78
507696,14915.0,2010-05-11 10:41:00,170.05,45
507697,12599.0,2010-05-11 10:42:00,499.48,498
507698,14426.0,2010-05-11 10:45:00,1041.51,627
507699,18281.0,2010-05-11 10:49:00,120.32,92
507700,16945.0,2010-05-11 10:50:00,314.79,235
507701,17388.0,2010-05-11 10:56:00,96.05,60
507703,17377.0,2010-05-11 11:01:00,142.2,44
507705,13695.0,2010-05-11 11:07:00,266.6,188
507706,17540.0,2010-05-11 11:08:00,55.35,21
507707,17428.0,2010-05-11 11:17:00,1926.4,2359
507710,13206.0,2010-05-11 11:29:00,1085.5,996
507713,13943.0,2010-05-11 11:30:00,246.54,94
507715,13881.0,2010-05-11 11:47:00,1244.6,1120
507728,13093.0,2010-05-11 12:04:00,790.38,473
507732,17454.0,2010-05-11 12:06:00,163.75,71
507735,17321.0,2010-05-11 12:10:00,415.65999999999997,146
507736,13001.0,2010-05-11 12:11:00,381.52000000000004,238
507737,17238.0,2010-05-11 12:14:00,319.11,140
507749,16013.0,2010-05-11 12:18:00,100.80000000000001,48
507750,16419.0,2010-05-11 12:18:00,290.81,120
507768,16525.0,2010-05-11 12:23:00,295.08,128
507791,17018.0,2010-05-11 12:33:00,254.0,40
507792,16013.0,2010-05-11 12:34:00,187.5,50
507793,12549.0,2010-05-11 12:40:00,324.51,377
507794,15523.0,2010-05-11 12:41:00,562.55,923
507818,12960.0,2010-05-11 12:58:00,319.90000000000003,386
507819,14344.0,2010-05-11 13:06:00,141.85000000000002,57
507821,14530.0,2010-05-11 13:08:00,205.72,143
507837,15358.0,2010-05-11 13:29:00,681.41,721
507838,15034.0,2010-05-11 13:30:00,708.92,454
507839,13980.0,2010-05-11 13:36:00,43.65,19
507840,16487.0,2010-05-11 13:38:00,107.2,87
507841,13397.0,2010-05-11 13:42:00,318.40000000000003,542
507842,16846.0,2010-05-11 13:45:00,272.23,256
507843,15149.0,2010-05-11 13:51:00,679.98,126
507844,13222.0,2010-05-11 13:54:00,88.5,30
507845,15497.0,2010-05-11 14:00:00,2174.1,694
507846,13296.0,2010-05-11 14:29:00,121.35000000000001,97
507847,16307.0,2010-05-11 14:40:00,435.85,571
507848,13103.0,2010-05-11 14:41:00,123.34,66
507879,16805.0,2010-05-11 15:03:00,347.65,419
507880,12455.0,2010-05-11 15:03:00,515.61,144
507883,15696.0,2010-05-11 15:31:00,343.87,93
507888,13004.0,2010-05-11 16:26:00,352.91,179
507889,15862.0,2010-05-11 16:35:00,189.75,122
507891,17552.0,2010-05-11 16:43:00,59.4,36
507914,14014.0,2010-05-12 09:04:00,276.65999999999997,388
507915,13295.0,2010-05-12 09:13:00,306.5,274
507916,15061.0,2010-05-12 09:18:00,670.8,140
507917,15061.0,2010-05-12 09:23:00,190.5,30
507918,15061.0,2010-05-12 09:24:00,632.5,394
507920,13740.0,2010-05-12 09:39:00,310.9,158
507921,14391.0,2010-05-12 09:42:00,135.6,168
507922,17705.0,2010-05-12 09:47:00,88.7,69
507923,17364.0,2010-05-12 09:51:00,621.93,569
507924,17504.0,2010-05-12 09:53:00,516.08,380
507926,12905.0,2010-05-12 10:05:00,424.76,210
507943,13834.0,2010-05-12 10:27:00,121.74,178
507975,15769.0,2010-05-12 10:45:00,1980.0,1200
507996,17511.0,2010-05-12 10:56:00,4997.44,3775
507997,14707.0,2010-05-12 11:07:00,69.6,48
507998,16779.0,2010-05-12 11:29:00,606.28,381
507999,12580.0,2010-05-12 11:45:00,637.2,331
508002,17389.0,2010-05-12 11:47:00,360.5,52
508003,15012.0,2010-05-12 11:49:00,246.52,162
508012,15252.0,2010-05-12 11:55:00,394.83000000000004,281
508037,16891.0,2010-05-12 12:09:00,150.09,43
508038,14854.0,2010-05-12 12:17:00,646.85,471
508039,16898.0,2010-05-12 12:18:00,192.64,166
508040,17508.0,2010-05-12 12:20:00,413.55999999999995,320
508043,13044.0,2010-05-12 12:23:00,162.4,50
508045,14680.0,2010-05-12 12:26:00,572.96,275
508048,17016.0,2010-05-12 12:32:00,552.4,309
508049,12931.0,2010-05-12 12:39:00,212.0,200
508050,14062.0,2010-05-12 12:52:00,1676.3300000000002,583
508051,17845.0,2010-05-12 13:04:00,309.45,73
508052,14685.0,2010-05-12 13:08:00,753.45,173
508053,12418.0,2010-05-12 13:11:00,535.37,147
508054,17845.0,2010-05-12 13:12:00,128.84,76
508055,13998.0,2010-05-12 13:18:00,264.05,67
508058,17845.0,2010-05-12 13:24:00,15.0,4
508059,13141.0,2010-05-12 13:29:00,312.3,273
508060,13052.0,2010-05-12 13:43:00,732.34,272
508061,15311.0,2010-05-12 13:46:00,192.96,142
508062,12494.0,2010-05-12 13:52:00,344.87,204
508063,13979.0,2010-05-12 13:52:00,22.5,6
508064,16993.0,2010-05-12 13:55:00,719.8,112
508065,15186.0,2010-05-12 14:00:00,355.46000000000004,138
508066,18231.0,2010-05-12 14:01:00,101.7,16
508067,12838.0,2010-05-12 14:09:00,94.25,35
508068,13756.0,2010-05-12 14:23:00,275.11,173
508069,14025.0,2010-05-12 14:58:00,256.0,86
508070,13632.0,2010-05-12 15:02:00,515.8000000000001,136
508071,17484.0,2010-05-12 15:41:00,75.72,288
508072,16814.0,2010-05-12 15:49:00,459.18,208
508073,15405.0,2010-05-12 15:56:00,310.74,155
508074,17897.0,2010-05-12 16:03:00,267.59,108
508075,15149.0,2010-05-12 16:04:00,30.0,1
508078,12482.0,2010-05-12 16:40:00,336.03999999999996,1636
508079,17092.0,2010-05-12 16:42:00,782.0600000000001,584
508080,12482.0,2010-05-12 16:42:00,768.44,612
508081,12482.0,2010-05-12 16:43:00,206.44,196
508082,12482.0,2010-05-12 16:43:00,1024.8,896
508084,12482.0,2010-05-12 16:45:00,501.03999999999996,1736
508086,12482.0,2010-05-12 16:47:00,120.0,168
508087,12482.0,2010-05-12 16:48:00,120.0,168
508088,12482.0,2010-05-12 16:50:00,240.0,336
508089,12482.0,2010-05-12 16:50:00,120.0,168
508090,12482.0,2010-05-12 16:51:00,120.0,168
508092,17180.0,2010-05-12 17:20:00,215.04,216
508093,17157.0,2010-05-13 08:46:00,237.28,128
508094,12931.0,2010-05-13 08:56:00,2532.82,1796
508095,12931.0,2010-05-13 08:57:00,4798.8,3560
508096,12931.0,2010-05-13 08:59:00,4815.8,3564
508097,12683.0,2010-05-13 09:33:00,732.42,430
508098,14156.0,2010-05-13 09:33:00,1466.38,974
508099,15470.0,2010-05-13 09:35:00,63.419999999999995,232
508100,15805.0,2010-05-13 09:57:00,336.55,221
508101,12647.0,2010-05-13 10:02:00,755.42,310
508102,15199.0,2010-05-13 10:14:00,300.90000000000003,104
508103,14039.0,2010-05-13 10:15:00,115.08000000000001,100
508104,16088.0,2010-05-13 10:16:00,712.28,256
508105,13892.0,2010-05-13 10:32:00,525.24,1854
508106,13220.0,2010-05-13 10:35:00,516.8,200
508107,12971.0,2010-05-13 10:39:00,175.9,54
508108,15064.0,2010-05-13 10:42:00,323.79,176
508117,18197.0,2010-05-13 10:46:00,230.1,166
508147,18092.0,2010-05-13 11:26:00,1236.6000000000001,1164
508150,16143.0,2010-05-13 11:41:00,393.62,152
508154,17281.0,2010-05-13 11:42:00,140.25,55
508156,16550.0,2010-05-13 11:42:00,408.76,166
508173,13888.0,2010-05-13 11:57:00,284.62,116
508174,13888.0,2010-05-13 11:57:00,3.3,2
508175,14714.0,2010-05-13 11:58:00,314.12,170
508176,13854.0,2010-05-13 12:00:00,338.1,102
508177,12549.0,2010-05-13 12:05:00,91.8,36
508178,13878.0,2010-05-13 12:07:00,404.75,67
508180,15898.0,2010-05-13 12:14:00,249.91,93
508182,13767.0,2010-05-13 12:38:00,509.04,274
508183,17838.0,2010-05-13 12:44:00,526.71,278
508184,13078.0,2010-05-13 12:47:00,317.4,150
508185,17068.0,2010-05-13 12:51:00,146.72,83
508187,12863.0,2010-05-13 13:08:00,311.09999999999997,110
508188,15597.0,2010-05-13 13:10:00,238.8,114
508189,14064.0,2010-05-13 13:11:00,121.92,219
508190,17920.0,2010-05-13 13:13:00,549.62,308
508191,16743.0,2010-05-13 13:15:00,113.75,78
508192,14047.0,2010-05-13 13:21:00,442.15999999999997,193
508193,16906.0,2010-05-13 13:23:00,87.75,30
508194,14648.0,2010-05-13 13:25:00,489.12,680
508195,16754.0,2010-05-13 13:25:00,207.35999999999999,1152
508196,16754.0,2010-05-13 13:30:00,2026.71,609
508197,16906.0,2010-05-13 13:31:00,259.81,88
508198,15192.0,2010-05-13 13:50:00,310.83000000000004,250
508200,12891.0,2010-05-13 13:58:00,73.5,175
508201,12835.0,2010-05-13 14:08:00,78.58,50
508202,17416.0,2010-05-13 14:18:00,1835.53,537
508203,16807.0,2010-05-13 14:31:00,369.75,221
508211,15210.0,2010-05-13 14:42:00,301.92,252
508212,13202.0,2010-05-13 14:46:00,273.41,67
508213,12894.0,2010-05-13 14:47:00,157.35,33
508214,15768.0,2010-05-13 14:51:00,634.13,153
508215,12923.0,2010-05-13 14:55:00,426.2,112
508217,17133.0,2010-05-13 14:57:00,2691.59,2313
508219,13735.0,2010-05-13 15:05:00,402.91,191
508220,18168.0,2010-05-13 15:21:00,169.7,116
508221,18225.0,2010-05-13 15:41:00,168.7,72
508222,12540.0,2010-05-13 15:41:00,645.35,366
508223,17576.0,2010-05-13 15:42:00,213.25,89
508224,12540.0,2010-05-13 15:42:00,79.58,34
508225,17432.0,2010-05-13 15:58:00,185.1,76
508226,17611.0,2010-05-13 16:05:00,192.89000000000001,150
508235,15478.0,2010-05-13 18:49:00,583.56,319
508237,17965.0,2010-05-13 19:27:00,386.19,197
508245,17389.0,2010-05-14 09:17:00,856.2,90
508247,13761.0,2010-05-14 09:36:00,277.5,98
508248,12976.0,2010-05-14 10:02:00,421.8,472
508249,18172.0,2010-05-14 10:19:00,319.74,70
508251,13157.0,2010-05-14 10:40:00,1612.6599999999999,1400
508252,13473.0,2010-05-14 10:47:00,383.4,108
508253,13576.0,2010-05-14 10:50:00,413.2,184
508311,15218.0,2010-05-14 11:13:00,556.5500000000001,226
508328,16161.0,2010-05-14 11:50:00,142.15,90
508330,12880.0,2010-05-14 11:57:00,337.18,142
508332,16115.0,2010-05-14 11:59:00,194.03,91
508333,13694.0,2010-05-14 12:00:00,5106.73,5021
508335,13694.0,2010-05-14 12:05:00,120.0,1200
508336,16081.0,2010-05-14 12:06:00,167.15,77
508337,13694.0,2010-05-14 12:14:00,109.44,288
508339,13873.0,2010-05-14 12:17:00,113.15,41
508353,16133.0,2010-05-14 12:35:00,275.73,163
508356,13319.0,2010-05-14 12:43:00,7.9,2
508357,15759.0,2010-05-14 12:44:00,127.20000000000002,24
508359,16836.0,2010-05-14 12:52:00,220.75,81
508360,15723.0,2010-05-14 12:55:00,240.91,80
508361,14667.0,2010-05-14 12:55:00,180.74,96
508362,14667.0,2010-05-14 12:58:00,48.9,4
508366,12748.0,2010-05-14 13:18:00,484.73,231
508374,16588.0,2010-05-14 13:43:00,216.79999999999998,24
508378,17414.0,2010-05-14 13:51:00,539.04,1992
508379,17113.0,2010-05-14 13:59:00,250.55,63
508381,13089.0,2010-05-14 14:10:00,208.79999999999998,144
508382,13634.0,2010-05-14 14:18:00,553.9200000000001,156
508383,15311.0,2010-05-14 14:18:00,308.09999999999997,198
508389,15329.0,2010-05-14 14:31:00,15.299999999999999,6
508390,14296.0,2010-05-14 14:34:00,168.25,120
508395,13807.0,2010-05-14 14:53:00,201.65,37
508401,15972.0,2010-05-14 15:37:00,376.83,104
508402,17888.0,2010-05-14 15:37:00,120.0,102
508403,12748.0,2010-05-14 15:41:00,12.2,6
508408,13300.0,2010-05-14 15:56:00,314.98,115
508409,18245.0,2010-05-14 16:01:00,307.61,223
508453,13799.0,2010-05-14 16:34:00,148.5,22
508457,12745.0,2010-05-14 16:50:00,456.91999999999996,268
508460,13542.0,2010-05-16 10:01:00,126.83,34
508461,17243.0,2010-05-16 10:15:00,169.95,43
508462,13259.0,2010-05-16 10:23:00,36.75,14
508463,13259.0,2010-05-16 10:29:00,136.7,45
508464,17581.0,2010-05-16 10:37:00,470.62,251
508465,17581.0,2010-05-16 10:38:00,10.08,24
508466,17581.0,2010-05-16 10:39:00,92.8,76
508467,13561.0,2010-05-16 10:44:00,217.55,141
